CellID,CellStage,class,CellProtocol
x1_S4c_b1.bcHLCB,4.0,sst_hhex,x1
x1_S4c_b1.bcAALY,4.0,ph,x1
x1_S4c_b1.bcFLQJ,4.0,ph,x1
x1_S4c_b1.bcERWX,4.0,neurog3,x1
x1_S4c_b1.bcEBII,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcIFBX,4.0,ph,x1
x1_S4c_b1.bcDDCJ,4.0,ph,x1
x1_S4c_b1.bcGMQN,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFKVG,4.0,ph,x1
x1_S4c_b1.bcGJKQ,4.0,ph,x1
x1_S4c_b1.bcHGBT,4.0,neurog3,x1
x1_S4c_b1.bcEGCN,4.0,ph,x1
x1_S4c_b1.bcELBA,4.0,ph,x1
x1_S4c_b1.bcGTUM,4.0,neurog3,x1
x1_S4c_b1.bcIDQC,4.0,ph,x1
x1_S4c_b1.bcBEIG,4.0,ph,x1
x1_S4c_b1.bcGYPQ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGYWX,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCVZY,4.0,sst_hhex,x1
x1_S4c_b1.bcCMIE,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBNQU,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHCSO,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcIIDI,4.0,ph,x1
x1_S4c_b1.bcEQDL,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFTYG,4.0,ph,x1
x1_S4c_b1.bcFEAH,4.0,ph,x1
x1_S4c_b1.bcFNNF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHJIB,4.0,neurog3,x1
x1_S4c_b1.bcBUWY,4.0,sst_hhex,x1
x1_S4c_b1.bcENIZ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCUJS,4.0,ph,x1
x1_S4c_b1.bcFCJF,4.0,ph,x1
x1_S4c_b1.bcFZOI,4.0,neurog3,x1
x1_S4c_b1.bcEZLW,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHHRH,4.0,ph,x1
x1_S4c_b1.bcDJKX,4.0,ph,x1
x1_S4c_b1.bcBYXA,4.0,neurog3,x1
x1_S4c_b1.bcDZPB,4.0,ph,x1
x1_S4c_b1.bcHAHD,4.0,neurog3,x1
x1_S4c_b1.bcFZIJ,4.0,ph,x1
x1_S4c_b1.bcGKVF,4.0,sst_hhex,x1
x1_S4c_b1.bcDDJO,4.0,neurog3,x1
x1_S4c_b1.bcEJNH,4.0,ph,x1
x1_S4c_b1.bcDRXY,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCBYC,4.0,neurog3,x1
x1_S4c_b1.bcCYVI,4.0,ph,x1
x1_S4c_b1.bcASNF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcDBWN,4.0,neurog3,x1
x1_S4c_b1.bcGVAA,4.0,neurog3,x1
x1_S4c_b1.bcFKXQ,4.0,sst_hhex,x1
x1_S4c_b1.bcHOHL,4.0,ph,x1
x1_S4c_b1.bcDRYK,4.0,neurog3,x1
x1_S4c_b1.bcGFPZ,4.0,ph,x1
x1_S4c_b1.bcBWKP,4.0,ph,x1
x1_S4c_b1.bcAYRU,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHZOE,4.0,ph,x1
x1_S4c_b1.bcAPCV,4.0,neurog3,x1
x1_S4c_b1.bcCQGE,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcAOZR,4.0,ph,x1
x1_S4c_b1.bcCJWU,4.0,ph,x1
x1_S4c_b1.bcHXYU,4.0,ph,x1
x1_S4c_b1.bcDZBU,4.0,neurog3,x1
x1_S4c_b1.bcFEGD,4.0,ph,x1
x1_S4c_b1.bcGTBJ,4.0,ph,x1
x1_S4c_b1.bcCBUI,4.0,ph,x1
x1_S4c_b1.bcBIGE,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFOGM,4.0,ph,x1
x1_S4c_b1.bcAEPF,4.0,ph,x1
x1_S4c_b1.bcGULZ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGHAG,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEVTA,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHYKJ,4.0,ph,x1
x1_S4c_b1.bcFCSO,4.0,ph,x1
x1_S4c_b1.bcEYUG,4.0,ph,x1
x1_S4c_b1.bcCRYP,4.0,ph,x1
x1_S4c_b1.bcCNCW,4.0,ph,x1
x1_S4c_b1.bcEHXT,4.0,ph,x1
x1_S4c_b1.bcDOGG,4.0,ph,x1
x1_S4c_b1.bcDPQY,4.0,neurog3,x1
x1_S4c_b1.bcHJVB,4.0,sst_hhex,x1
x1_S4c_b1.bcFNKH,4.0,ph,x1
x1_S4c_b1.bcADGU,4.0,ph,x1
x1_S4c_b1.bcEEHX,4.0,ph,x1
x1_S4c_b1.bcHMNM,4.0,neurog3,x1
x1_S4c_b1.bcFSIT,4.0,ph,x1
x1_S4c_b1.bcICSC,4.0,ph,x1
x1_S4c_b1.bcICXJ,4.0,ph,x1
x1_S4c_b1.bcETAT,4.0,neurog3,x1
x1_S4c_b1.bcGGHL,4.0,neurog3,x1
x1_S4c_b1.bcFHYA,4.0,ph,x1
x1_S4c_b1.bcCDYT,4.0,ph,x1
x1_S4c_b1.bcDHZE,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBLNX,4.0,ph,x1
x1_S4c_b1.bcHXMN,4.0,ph,x1
x1_S4c_b1.bcEZPU,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcDPIY,4.0,ph,x1
x1_S4c_b1.bcDBMB,4.0,ph,x1
x1_S4c_b1.bcBRQJ,4.0,neurog3,x1
x1_S4c_b1.bcCONQ,4.0,ph,x1
x1_S4c_b1.bcAUSQ,4.0,ph,x1
x1_S4c_b1.bcGTEU,4.0,ph,x1
x1_S4c_b1.bcGGNG,4.0,ph,x1
x1_S4c_b1.bcFVJF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCELQ,4.0,ph,x1
x1_S4c_b1.bcHTIC,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcDXDR,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcENGL,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFLOQ,4.0,ph,x1
x1_S4c_b1.bcGCJN,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcDVDU,4.0,ph,x1
x1_S4c_b1.bcAUKS,4.0,sst_hhex,x1
x1_S4c_b1.bcHOTM,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcAQNX,4.0,ph,x1
x1_S4c_b1.bcCKSN,4.0,ph,x1
x1_S4c_b1.bcHZNF,4.0,ph,x1
x1_S4c_b1.bcCOJT,4.0,ph,x1
x1_S4c_b1.bcDDON,4.0,ph,x1
x1_S4c_b1.bcFONH,4.0,ph,x1
x1_S4c_b1.bcDYXA,4.0,ph,x1
x1_S4c_b1.bcCBWA,4.0,ph,x1
x1_S4c_b1.bcFTVP,4.0,ph,x1
x1_S4c_b1.bcFPXO,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcENUU,4.0,ph,x1
x1_S4c_b1.bcGNUT,4.0,ph,x1
x1_S4c_b1.bcHJGA,4.0,ph,x1
x1_S4c_b1.bcFPJE,4.0,ph,x1
x1_S4c_b1.bcEQNS,4.0,ph,x1
x1_S4c_b1.bcEXNE,4.0,ph,x1
x1_S4c_b1.bcEYFD,4.0,ph,x1
x1_S4c_b1.bcHKKN,4.0,ph,x1
x1_S4c_b1.bcBSCA,4.0,sst_hhex,x1
x1_S4c_b1.bcGIVD,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGSXY,4.0,ph,x1
x1_S4c_b1.bcIDWL,4.0,ph,x1
x1_S4c_b1.bcBTPM,4.0,ph,x1
x1_S4c_b2.bcESXV,4.0,ph,x1
x1_S4c_b2.bcBZVJ,4.0,ph,x1
x1_S4c_b2.bcDGWD,4.0,ph,x1
x1_S4c_b2.bcGEUJ,4.0,ph,x1
x1_S4c_b2.bcHMQA,4.0,ph,x1
x1_S4c_b2.bcEGYP,4.0,ph,x1
x1_S4c_b2.bcADJC,4.0,ph,x1
x1_S4c_b2.bcEZMJ,4.0,ph,x1
x1_S4c_b2.bcDKBE,4.0,ph,x1
x1_S4c_b2.bcCPSI,4.0,ph,x1
x1_S4c_b2.bcDFUW,4.0,ph,x1
x1_S4c_b2.bcHJQO,4.0,ph,x1
x1_S4c_b2.bcFBIQ,4.0,ph,x1
x1_S4c_b2.bcHUZJ,4.0,ph,x1
x1_S4c_b2.bcIIXU,4.0,ph,x1
x1_S4c_b2.bcIBXK,4.0,ph,x1
x1_S4c_b2.bcHTAC,4.0,ph,x1
x1_S4c_b2.bcDATD,4.0,ph,x1
x1_S4c_b2.bcHIYP,4.0,ph,x1
x1_S4c_b2.bcCMRN,4.0,ph,x1
x1_S4c_b2.bcGKDF,4.0,ph,x1
x1_S4c_b2.bcDFDU,4.0,ph,x1
x1_S4c_b2.bcBOHO,4.0,ph,x1
x1_S4c_b2.bcGUMF,4.0,ph,x1
x1_S4c_b2.bcCKHO,4.0,ph,x1
x1_S4c_b2.bcERPC,4.0,ph,x1
x1_S4c_b2.bcGSUG,4.0,ph,x1
x1_S4c_b2.bcEXTB,4.0,ph,x1
x1_S4c_b2.bcIAFC,4.0,ph,x1
x1_S4c_b2.bcHJUL,4.0,ph,x1
x1_S4c_b2.bcEJPQ,4.0,ph,x1
x1_S4c_b2.bcHBGC,4.0,ph,x1
x1_S4c_b2.bcIGQS,4.0,ph,x1
x1_S4c_b2.bcDKRF,4.0,ph,x1
x1_S4c_b2.bcAMWU,4.0,ph,x1
x1_S4c_b2.bcHMAC,4.0,ph,x1
x1_S4c_b2.bcHQTV,4.0,ph,x1
x1_S4c_b2.bcCQMH,4.0,ph,x1
x1_S4c_b2.bcHLPF,4.0,ph,x1
x1_S4c_b2.bcCSNC,4.0,ph,x1
x1_S4c_b2.bcBEBD,4.0,ph,x1
x1_S4c_b2.bcDTZB,4.0,sst_hhex,x1
x1_S4c_b2.bcGIVB,4.0,ph,x1
x1_S4c_b2.bcGLVA,4.0,ph,x1
x1_S4c_b2.bcECGS,4.0,ph,x1
x1_S4c_b2.bcHGUA,4.0,ph,x1
x1_S4c_b2.bcAJTK,4.0,ph,x1
x1_S4c_b2.bcCTZK,4.0,ph,x1
x1_S4c_b2.bcGBPZ,4.0,ph,x1
x1_S4c_b2.bcBNKZ,4.0,ph,x1
x1_S4c_b2.bcDXQC,4.0,ph,x1
x1_S4c_b2.bcHGFO,4.0,ph,x1
x1_S4c_b2.bcDXUL,4.0,ph,x1
x1_S4c_b2.bcGEPA,4.0,ph,x1
x1_S4c_b2.bcCYIA,4.0,ph,x1
x1_S4c_b2.bcFMIF,4.0,ph,x1
x1_S4c_b2.bcGGVH,4.0,ph,x1
x1_S4c_b2.bcFKST,4.0,ph,x1
x1_S4c_b2.bcHNLT,4.0,ph,x1
x1_S4c_b2.bcCLEA,4.0,ph,x1
x1_S4c_b2.bcGBTR,4.0,sst_hhex,x1
x1_S4c_b2.bcBQUX,4.0,ph,x1
x1_S4c_b2.bcATHZ,4.0,sst_hhex,x1
x1_S4c_b2.bcHKPB,4.0,ph,x1
x1_S4c_b2.bcCKLJ,4.0,ph,x1
x1_S4c_b2.bcFESG,4.0,ph,x1
x1_S4c_b2.bcCMBW,4.0,ph,x1
x1_S4c_b2.bcDBLN,4.0,ph,x1
x1_S4c_b2.bcECTP,4.0,ph,x1
x1_S4c_b2.bcDZVH,4.0,ph,x1
x1_S4c_b2.bcDQPR,4.0,ph,x1
x1_S4c_b2.bcDDZF,4.0,ph,x1
x1_S4c_b2.bcGECG,4.0,ph,x1
x1_S4c_b2.bcCLGA,4.0,ph,x1
x1_S4c_b2.bcHHSV,4.0,ph,x1
x1_S4c_b2.bcAZVV,4.0,ph,x1
x1_S4c_b2.bcDPSY,4.0,ph,x1
x1_S4c_b2.bcHCIP,4.0,ph,x1
x1_S4c_b2.bcBQRU,4.0,ph,x1
x1_S4c_b2.bcAKHZ,4.0,ph,x1
x1_S4c_b2.bcHUWJ,4.0,ph,x1
x1_S4c_b2.bcEZYF,4.0,ph,x1
x1_S4c_b2.bcDKYA,4.0,ph,x1
x1_S4c_b2.bcAFHJ,4.0,ph,x1
x1_S4c_b2.bcDJEX,4.0,ph,x1
x1_S4c_b2.bcCBMW,4.0,ph,x1
x1_S4c_b2.bcCQRS,4.0,ph,x1
x1_S4c_b2.bcBBAH,4.0,ph,x1
x1_S4c_b2.bcCKHL,4.0,ph,x1
x1_S4c_b2.bcHHDA,4.0,ph,x1
x1_S4c_b2.bcHECL,4.0,ph,x1
x1_S4c_b2.bcEJUK,4.0,ph,x1
x1_S4c_b2.bcEUGX,4.0,ph,x1
x1_S4c_b2.bcBDTY,4.0,ph,x1
x1_S4c_b2.bcBRSC,4.0,sst_hhex,x1
x1_S4c_b2.bcDVDS,4.0,ph,x1
x1_S4c_b2.bcCHGH,4.0,ph,x1
x1_S4c_b2.bcHBSR,4.0,ph,x1
x1_S4c_b2.bcDTMQ,4.0,ph,x1
x1_S4c_b2.bcDWUV,4.0,sst_hhex,x1
x1_S4c_b2.bcGMDD,4.0,ph,x1
x1_S4c_b2.bcEKVW,4.0,ph,x1
x1_S4c_b2.bcGSYG,4.0,ph,x1
x1_S4c_b2.bcHMVM,4.0,ph,x1
x1_S4c_b2.bcERNA,4.0,ph,x1
x1_S4c_b2.bcIJLB,4.0,ph,x1
x1_S4c_b2.bcIEGH,4.0,ph,x1
x1_S4c_b2.bcCEZQ,4.0,ph,x1
x1_S4c_b2.bcDWPY,4.0,ph,x1
x1_S4c_b2.bcEIZQ,4.0,ph,x1
x1_S4c_b2.bcFAIG,4.0,ph,x1
x1_S4c_b2.bcDDXM,4.0,ph,x1
x1_S4c_b2.bcCNVQ,4.0,sst_hhex,x1
x1_S4c_b2.bcDAEU,4.0,ph,x1
x1_S4c_b2.bcDWRF,4.0,ph,x1
x1_S4c_b2.bcGIGQ,4.0,ph,x1
x1_S4c_b2.bcBXTO,4.0,ph,x1
x1_S4c_b2.bcDJNF,4.0,ph,x1
x1_S4c_b2.bcHKLB,4.0,ph,x1
x1_S4c_b2.bcFYAW,4.0,ph,x1
x1_S4c_b2.bcEIFO,4.0,sst_hhex,x1
x1_S4c_b2.bcBKQY,4.0,ph,x1
x1_S4c_b2.bcIFYF,4.0,ph,x1
x1_S4c_b2.bcARME,4.0,ph,x1
x1_S4c_b2.bcEAKY,4.0,ph,x1
x1_S4c_b2.bcEZKF,4.0,ph,x1
x1_S4c_b2.bcIJII,4.0,ph,x1
x1_S4c_b2.bcERIA,4.0,ph,x1
x1_S4c_b2.bcGQZK,4.0,ph,x1
x1_S4c_b2.bcEKGV,4.0,ph,x1
x1_S4c_b2.bcHVOC,4.0,ph,x1
x1_S4c_b2.bcBQHY,4.0,ph,x1
x1_S4c_b2.bcENPD,4.0,ph,x1
x1_S4c_b2.bcFYXO,4.0,ph,x1
x1_S4c_b2.bcEPEG,4.0,ph,x1
x1_S4c_b2.bcHJEJ,4.0,ph,x1
x1_S4c_b2.bcFBRO,4.0,ph,x1
x1_S4c_b2.bcBYVU,4.0,ph,x1
x1_S4c_b2.bcEGEW,4.0,ph,x1
x1_S4c_b2.bcATFP,4.0,ph,x1
x1_S4c_b2.bcHHBZ,4.0,ph,x1
x1_S4c_b2.bcCEJP,4.0,ph,x1
x1_S4c_b2.bcEKNH,4.0,ph,x1
x1_S4c_b2.bcETNA,4.0,ph,x1
x1_S4c_b2.bcADNA,4.0,ph,x1
x1_S4c_b2.bcDAOC,4.0,ph,x1
x1_S4c_b2.bcCTYT,4.0,ph,x1
x1_S4c_b2.bcCEPS,4.0,ph,x1
x1_S4c_b2.bcGYJF,4.0,ph,x1
x1_S4c_b2.bcCMZH,4.0,ph,x1
x1_S4c_b2.bcFXBV,4.0,ph,x1
x1_S4c_b2.bcHATP,4.0,ph,x1
x1_S4c_b2.bcCALW,4.0,ph,x1
x1_S4c_b2.bcIEOG,4.0,ph,x1
x1_S4c_b2.bcCEML,4.0,ph,x1
x1_S4c_b2.bcFCBY,4.0,ph,x1
x1_S4c_b2.bcDHLD,4.0,ph,x1
x1_S4c_b2.bcDOUD,4.0,ph,x1
x1_S4c_b2.bcCMTN,4.0,ph,x1
x1_S4c_b2.bcBMZQ,4.0,ph,x1
x1_S4c_b2.bcBSST,4.0,ph,x1
x1_S4c_b2.bcIEDV,4.0,ph,x1
x1_S4c_b2.bcHQXU,4.0,ph,x1
x1_S4c_b2.bcGNVW,4.0,ph,x1
x1_S4c_b2.bcFLGK,4.0,ph,x1
x1_S4c_b2.bcHHQJ,4.0,sst_hhex,x1
x1_S4c_b2.bcIGRD,4.0,ph,x1
x1_S4c_b2.bcHYMA,4.0,ph,x1
x1_S4c_b2.bcCIQM,4.0,ph,x1
x1_S4c_b2.bcGVDZ,4.0,ph,x1
x1_S4c_b2.bcBPJQ,4.0,ph,x1
x1_S4c_b2.bcADMT,4.0,ph,x1
x1_S4c_b2.bcHOBE,4.0,ph,x1
x1_S4c_b2.bcFJGK,4.0,ph,x1
x1_S4c_b2.bcIBAZ,4.0,ph,x1
x1_S4c_b2.bcFVBO,4.0,ph,x1
x1_S4c_b2.bcHEPQ,4.0,ph,x1
x1_S4c_b2.bcHGJL,4.0,ph,x1
x1_S4c_b2.bcDLJO,4.0,ph,x1
x1_S4c_b2.bcEMYZ,4.0,ph,x1
x1_S4c_b2.bcEFOW,4.0,ph,x1
x1_S4c_b2.bcHKYY,4.0,ph,x1
x1_S4c_b2.bcIBUL,4.0,ph,x1
x1_S4c_b2.bcENUL,4.0,ph,x1
x1_S4c_b2.bcIAIC,4.0,ph,x1
x1_S4c_b2.bcGMCO,4.0,ph,x1
x1_S4c_b2.bcGSRY,4.0,sst_hhex,x1
x1_S4c_b2.bcHRRL,4.0,ph,x1
x1_S4c_b2.bcEXZZ,4.0,ph,x1
x1_S4c_b2.bcCWPQ,4.0,ph,x1
x1_S4c_b2.bcDROB,4.0,ph,x1
x1_S4c_b2.bcEPMY,4.0,ph,x1
x1_S4c_b2.bcCDCU,4.0,ph,x1
x1_S4c_b2.bcFBIU,4.0,ph,x1
x1_S4c_b2.bcCKIE,4.0,ph,x1
x1_S4c_b2.bcHCNC,4.0,ph,x1
x1_S4c_b2.bcHBFS,4.0,ph,x1
x1_S4c_b2.bcBYNU,4.0,sst_hhex,x1
x1_S4c_b2.bcHJDR,4.0,ph,x1
x1_S4c_b2.bcFBIC,4.0,ph,x1
x1_S4c_b2.bcFYQY,4.0,ph,x1
x1_S4c_b2.bcFJZI,4.0,ph,x1
x1_S4c_b2.bcBNLG,4.0,ph,x1
x1_S4c_b2.bcBTZF,4.0,ph,x1
x1_S4c_b2.bcCTXL,4.0,ph,x1
x1_S4c_b2.bcABTZ,4.0,sst_hhex,x1
x1_S4c_b2.bcGXFY,4.0,ph,x1
x1_S4c_b2.bcDMYP,4.0,ph,x1
x1_S4c_b2.bcCWXG,4.0,ph,x1
x1_S4c_b2.bcAFKB,4.0,ph,x1
x1_S4c_b2.bcBEBK,4.0,ph,x1
x1_S4c_b2.bcEAWJ,4.0,ph,x1
x1_S4c_b2.bcAXKO,4.0,ph,x1
x1_S4c_b2.bcHYJI,4.0,ph,x1
x1_S4c_b2.bcFGCV,4.0,ph,x1
x1_S4c_b2.bcGQKT,4.0,ph,x1
x1_S4c_b2.bcGSPI,4.0,ph,x1
x1_S4c_b2.bcBGTB,4.0,ph,x1
x1_S4c_b2.bcATOT,4.0,ph,x1
x1_S4c_b2.bcFPIU,4.0,ph,x1
x1_S4c_b2.bcECKV,4.0,ph,x1
x1_S4c_b2.bcACGA,4.0,ph,x1
x1_S4c_b2.bcCXIG,4.0,ph,x1
x1_S4c_b2.bcCWUO,4.0,ph,x1
x1_S4c_b2.bcESUM,4.0,ph,x1
x1_S4c_b2.bcCCOJ,4.0,ph,x1
x1_S4c_b2.bcIDUR,4.0,sst_hhex,x1
x1_S4c_b2.bcFDLZ,4.0,ph,x1
x1_S4c_b2.bcEONG,4.0,ph,x1
x1_S4c_b2.bcHOJM,4.0,ph,x1
x1_S4c_b2.bcATMU,4.0,sst_hhex,x1
x1_S4c_b2.bcEURO,4.0,ph,x1
x1_S4c_b2.bcCHIW,4.0,ph,x1
x1_S4c_b2.bcGIGL,4.0,ph,x1
x1_S4c_b2.bcEMTP,4.0,ph,x1
x1_S4c_b2.bcDRBM,4.0,ph,x1
x1_S4c_b2.bcCBBL,4.0,ph,x1
x1_S4c_b2.bcAKEF,4.0,ph,x1
x1_S4c_b2.bcCJVU,4.0,ph,x1
x1_S4c_b2.bcCEWU,4.0,ph,x1
x1_S4c_b2.bcCOOB,4.0,ph,x1
x1_S4c_b2.bcHIIK,4.0,ph,x1
x1_S4c_b2.bcBCMH,4.0,ph,x1
x1_S4c_b2.bcDTWI,4.0,ph,x1
x1_S4c_b2.bcCHLN,4.0,ph,x1
x1_S4c_b2.bcFCAV,4.0,ph,x1
x1_S4c_b2.bcHJBZ,4.0,ph,x1
x1_S4c_b2.bcIGKS,4.0,ph,x1
x1_S4c_b2.bcFQFB,4.0,ph,x1
x1_S4c_b2.bcCQHH,4.0,ph,x1
x1_S4c_b2.bcGHCF,4.0,ph,x1
x1_S4c_b2.bcHMPF,4.0,ph,x1
x1_S4c_b2.bcDKJV,4.0,ph,x1
x1_S4c_b2.bcCFRK,4.0,ph,x1
x1_S4c_b2.bcCUXN,4.0,ph,x1
x1_S4c_b2.bcDIVJ,4.0,ph,x1
x1_S4c_b2.bcCVUR,4.0,ph,x1
x1_S4c_b2.bcCCGM,4.0,ph,x1
x1_S4c_b2.bcALXC,4.0,ph,x1
x1_S4c_b2.bcIDVK,4.0,ph,x1
x1_S4c_b2.bcHNHF,4.0,ph,x1
x1_S4c_b2.bcECWE,4.0,ph,x1
x1_S4c_b2.bcHHSB,4.0,ph,x1
x1_S4c_b2.bcERSJ,4.0,ph,x1
x1_S4c_b2.bcDUPF,4.0,ph,x1
x1_S4c_b2.bcIBXY,4.0,ph,x1
x1_S4c_b2.bcDZVK,4.0,ph,x1
x1_S4c_b2.bcDLDN,4.0,ph,x1
x1_S4c_b2.bcDHIR,4.0,ph,x1
x1_S4c_b2.bcIGDI,4.0,ph,x1
x1_S4c_b2.bcGTNS,4.0,ph,x1
x1_S4c_b2.bcCPDG,4.0,ph,x1
x1_S4c_b2.bcDJMJ,4.0,ph,x1
x1_S4c_b2.bcGWXA,4.0,ph,x1
x1_S4c_b2.bcHIMX,4.0,ph,x1
x1_S4c_b2.bcGOPC,4.0,ph,x1
x1_S4c_b2.bcBLIK,4.0,ph,x1
x1_S4c_b2.bcHDQJ,4.0,ph,x1
x1_S4c_b2.bcCMXA,4.0,ph,x1
x1_S4c_b2.bcEXLW,4.0,sst_hhex,x1
x1_S4c_b2.bcEKSN,4.0,ph,x1
x1_S4c_b2.bcFTAL,4.0,ph,x1
x1_S4c_b2.bcCQSC,4.0,ph,x1
x1_S4c_b2.bcGIMN,4.0,ph,x1
x1_S4c_b2.bcCLKN,4.0,ph,x1
x1_S4c_b2.bcFSKY,4.0,ph,x1
x1_S4c_b2.bcCSTY,4.0,ph,x1
x1_S4c_b2.bcEFJS,4.0,ph,x1
x1_S4c_b2.bcCGAT,4.0,ph,x1
x1_S4c_b2.bcGWUQ,4.0,ph,x1
x1_S4c_b2.bcFYTH,4.0,ph,x1
x1_S4c_b2.bcGVXM,4.0,ph,x1
x1_S4c_b2.bcEGFO,4.0,ph,x1
x1_S4c_b2.bcFHPQ,4.0,ph,x1
x1_S4c_b2.bcEVEI,4.0,ph,x1
x1_S5c_b1.bcHCZB,5.0,ph,x1
x1_S5c_b1.bcGUUN,5.0,exo,x1
x1_S5c_b1.bcEBLY,5.0,ph,x1
x1_S5c_b1.bcBICQ,5.0,exo,x1
x1_S5c_b1.bcHBHJ,5.0,exo,x1
x1_S5c_b1.bcIDEG,5.0,exo,x1
x1_S5c_b1.bcDMXF,5.0,ph,x1
x1_S5c_b1.bcCWQH,5.0,scbeta,x1
x1_S5c_b1.bcHFKU,5.0,ph,x1
x1_S5c_b1.bcAEKL,5.0,ph,x1
x1_S5c_b1.bcCLNF,5.0,scbeta,x1
x1_S5c_b1.bcCBGZ,5.0,ph,x1
x1_S5c_b1.bcEOZB,5.0,ph__pre,x1
x1_S5c_b1.bcHAES,5.0,scbeta,x1
x1_S5c_b1.bcGUTG,5.0,ph,x1
x1_S5c_b1.bcFQMF,5.0,ph,x1
x1_S5c_b1.bcFXRC,5.0,ph,x1
x1_S5c_b1.bcHSFA,5.0,ph,x1
x1_S5c_b1.bcCYGY,5.0,ec,x1
x1_S5c_b1.bcCPAA,5.0,ec,x1
x1_S5c_b1.bcEYDY,5.0,ph,x1
x1_S5c_b1.bcHRNF,5.0,ec,x1
x1_S5c_b1.bcEXKA,5.0,ph__pre,x1
x1_S5c_b1.bcFCHE,5.0,scbeta,x1
x1_S5c_b1.bcDEVG,5.0,ph,x1
x1_S5c_b1.bcDWSC,5.0,ec,x1
x1_S5c_b1.bcCJXR,5.0,sst_hhex,x1
x1_S5c_b1.bcDIXK,5.0,scbeta,x1
x1_S5c_b1.bcFWUB,5.0,ph,x1
x1_S5c_b1.bcHAQD,5.0,exo,x1
x1_S5c_b1.bcAUOQ,5.0,exo,x1
x1_S5c_b1.bcEEWD,5.0,ph,x1
x1_S5c_b1.bcGBLW,5.0,exo,x1
x1_S5c_b1.bcHUWB,5.0,exo,x1
x1_S5c_b1.bcIEAA,5.0,exo,x1
x1_S5c_b1.bcFUHL,5.0,exo,x1
x1_S5c_b1.bcCNGM,5.0,ph,x1
x1_S5c_b1.bcCWSJ,5.0,ph,x1
x1_S5c_b1.bcCQWU,5.0,foxj1,x1
x1_S5c_b1.bcDNRW,5.0,ec,x1
x1_S5c_b1.bcIDPB,5.0,scbeta,x1
x1_S5c_b1.bcHHRQ,5.0,ec,x1
x1_S5c_b1.bcDIVI,5.0,sst_hhex,x1
x1_S5c_b1.bcBCHD,5.0,ph,x1
x1_S5c_b1.bcBBOU,5.0,ph,x1
x1_S5c_b1.bcHIVD,5.0,exo,x1
x1_S5c_b1.bcHKDF,5.0,ph__pre,x1
x1_S5c_b1.bcAMCX,5.0,ph,x1
x1_S5c_b1.bcHPYR,5.0,ec,x1
x1_S5c_b1.bcGFIU,5.0,ec,x1
x1_S5c_b1.bcHPXT,5.0,exo,x1
x1_S5c_b1.bcDTLX,5.0,ph,x1
x1_S5c_b1.bcCVZY,5.0,ph__pre,x1
x1_S5c_b1.bcIJBV,5.0,exo,x1
x1_S5c_b1.bcDBAK,5.0,exo,x1
x1_S5c_b1.bcCISO,5.0,exo,x1
x1_S5c_b1.bcIHKC,5.0,exo,x1
x1_S5c_b1.bcICCJ,5.0,ph,x1
x1_S5c_b1.bcCADY,5.0,ph__pre,x1
x1_S5c_b1.bcDHRE,5.0,ph__pre,x1
x1_S5c_b1.bcACCJ,5.0,ph,x1
x1_S5c_b1.bcHKTI,5.0,exo,x1
x1_S5c_b1.bcHAYB,5.0,exo,x1
x1_S5c_b1.bcDYHT,5.0,ec,x1
x1_S5c_b1.bcDYTJ,5.0,ph,x1
x1_S5c_b1.bcCSOU,5.0,exo,x1
x1_S5c_b1.bcCMQZ,5.0,ec,x1
x1_S5c_b1.bcDOYW,5.0,exo,x1
x1_S5c_b1.bcCYAS,5.0,ph,x1
x1_S5c_b1.bcECVI,5.0,foxj1,x1
x1_S5c_b1.bcIDRA,5.0,ph,x1
x1_S5c_b1.bcDWOX,5.0,ph,x1
